player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards
Ki-Jana Hoever,Wolverhampton,D,7,31.81818182,31,9,32.14285714,64,42,106,68.83116883,6,50,6,8,0,16,2,0,0,0,20,3,3,18,0,0,0.36294271,0.0209,3,0,0,0,0,13,11,2,0,0,,21,63.63636364,0,0,0,48,6,5,0,6,428,1,0,0,0,0,0,0,0,0,0,78,3,0,6.6375,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,62.5,13,11,84.61538462,5,8,22,27,60,28,104,50,154,1,0,283,3,0
David Möller Wolfe,Wolverhampton,D,7,25.92592593,43,9,45,102,60,162,73.63636364,11,61.11111111,7,18,2,21,3,0,2,0,26,2,3,22,0,0,1.03779854,0.1227,7,0,0,0,2,20,18,2,0,0,,18,54.54545455,0,0,0,58,6,7,0,9,856,0,0,0,0,0,0,0,0,0,0,111,2,0,6.625,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,62.5,9,5,55.55555556,7,8,27,29,56.8627451,20,142,78,220,3,0,400,4,1
Adam Armstrong,Wolverhampton,F,0,0,29,0,0,44,18,62,72.09302326,4,26.66666667,11,7,2,11,2,1,1,1,8,4,2,29,0,0,0.63590446,0.6142,8,0,20,1,3,7,7,0,0,1,,11,37.93103448,0,0,1,24,2,5,0,7,569,1,0,0,0,0,0,0,0,0,0,52,2,0,6.614285714,0,1,0,0,0,0,0,569,0,0,2,3,3,1,6,54.54545455,3,3,100,5,11,2,15,34.09090909,2,62,24,86,5,0,152,2,3
Jhon Arias,Wolverhampton,M,9,29.03225806,110,8,80,205,152,357,89.47368421,10,35.71428571,18,23,0,58,0,4,6,1,15,26,14,95,0,0,0.62174652,3.2517,25,0,6.25,1,1,21,17,4,1,0,,60,43.79562044,0,0,1,42,8,11,0,14,1121,3,0,0,0,0,0,0,0,0,0,126,7,0,6.613636364,0,1,0,0,0,0,0,1121,0,3,9,7,7,3,8,40,43,27,62.79069767,11,20,31,70,42.42424242,10,235,164,399,16,0,666,9,1
Hee-Chan Hwang,Wolverhampton,F,3,17.64705882,81,11,61.11111111,142,93,235,76.2987013,5,38.46153846,8,20,1,38,1,2,3,0,14,8,5,56,2,1,0.92897071,2.1107,22,0,13.33333333,2,3,22,20,2,2,0,,30,38.46153846,0,0,0,73,8,10,1,15,1155,8,0,0,1,0,100,0,1,0,0,144,3,0,6.605,0,1,0,0,0,0,0,577.5,0,1,9,6,6,6,8,36.36363636,8,3,37.5,10,22,17,35,38.46153846,18,192,116,308,15,0,490,14,3
Tawanda Chirewa,Wolverhampton,M,0,0,1,0,0,2,1,3,100,0,0,1,2,0,2,0,0,0,0,1,0,1,4,0,0,0.00168662,,3,0,0,0,0,0,0,0,0,0,,4,57.14285714,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,50,0,2,1,3,0,0,10,1,0
Jackson Tchatchoua,Wolverhampton,M,20,23.80952381,89,14,41.17647059,204,165,369,75.77002053,23,43.39622642,30,28,1,59,3,0,0,3,54,7,12,65,0,2,1.57964789,0.3312,8,0,0,0,1,31,24,7,0,0,,40,53.33333333,0,0,0,118,14,19,0,17,1707,2,0,0,0,0,0,0,0,0,0,241,4,0,6.574074074,0,0,0,0,0,0,0,0,0,0,2,0,1,1,5,35.71428571,27,14,51.85185185,19,14,84,63,49.21875,34,289,198,487,2,0,861,8,3
Tolu Arokodare,Wolverhampton,F,0,0,50,1,16.66666667,102,49,151,62.39669421,81,48.79518072,85,27,1,24,1,8,7,1,35,21,1,134,0,0,0.41710281,4.6159,16,0,7.692307692,3,4,25,21,4,3,0,,37,43.02325581,2,0,1,91,5,11,0,12,1260,6,0,0,1,0,0,0,0,0,0,199,6,0,6.561538462,0,1,0,0,0,0,0,420,0,1,33,6,19,13,18,58.06451613,6,4,66.66666667,11,31,0,118,46.82539683,6,169,73,242,39,0,529,13,1
Fer López,Wolverhampton,M,1,25,31,1,25,58,17,75,72.81553398,2,33.33333333,4,9,1,10,1,0,3,0,1,6,2,22,0,0,0.60724549,0.1632,6,0,0,0,1,9,6,3,0,0,,8,30.76923077,0,0,0,28,0,3,0,2,236,0,0,0,0,0,0,0,0,0,0,56,0,0,6.522222222,0,0,0,0,0,0,0,0,0,0,2,3,1,1,3,42.85714286,1,1,100,3,7,4,10,31.25,4,80,23,103,5,0,156,4,1
Matt Doherty,Wolverhampton,D,2,28.57142857,38,12,38.70967742,91,125,216,80.59701493,18,66.66666667,9,10,0,27,1,0,2,0,31,3,10,37,0,0,0.18141303,0.0893,16,0,0,0,0,14,12,2,0,0,,20,41.66666667,0,0,1,52,7,3,0,10,706,0,0,0,0,1,0,0,0,0,1,69,4,0,6.51,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,100,13,7,53.84615385,3,2,7,38,50.66666667,31,125,143,268,3,0,386,5,4
Toti Gomes,Wolverhampton,D,3,30,52,23,35.38461538,175,357,532,86.22366288,13,50,13,14,0,40,0,0,1,1,61,2,3,29,0,1,0.21559462,0.2245,9,0,0,0,0,25,20,5,0,0,,32,66.66666667,0,0,0,85,10,5,0,13,1043,0,0,0,0,0,0,0,0,0,0,106,0,0,6.415384615,1,0,0,0,0,0,0,0,0,0,3,1,2,1,8,80,16,9,56.25,5,10,10,45,60.81081081,65,236,381,617,4,0,786,8,2
Saša Kalajdži?,Wolverhampton,F,0,0,1,0,0,2,2,4,80,2,66.66666667,1,1,0,1,0,0,0,0,0,1,0,3,0,0,0.0135397,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,1,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,40,0,3,2,5,0,0,11,0,0
